Job Title,Company Name,Job Description,Location,Employment Type,Query_Value,Posted Scraped,Posted On,Updated Scraped,Updated On,Company Link,From Total Job Count
IBM Datacap Developer,P2PSoftTek Inc,"IBM Datacap Developer Remote Role Description : Collaborate with stakeholders to gather and analyze business requirements for document capture and data extraction processes.Design and architect IBM Datacap, AWS Textract solutions to meet business needs, including document classification, data extraction, and workflow automation.Develop and customize IBM Datacap, AWS Textract applications flows, modules, and components using Datacap Studio, Datacap Navigator, and other tools.Configure and optimiz","Chicago, IL, USA","Contract, Third Party",Data Analytics Internship,24 days ,2024-04-10 03:19:21.066893,19 hours ago ,,https://www.dice.com/company/90868495?companyname=P2PSoftTek%20Inc,30
ETL ODI Developer,P2PSoftTek Inc,"ETL ODI Developer Remote Role  Description  ODI Experience Proficient in PL SQL, Oracle SQL Plusses SSIS experience - OBI: Operations business intelligence - Data analytics/data science - Business IT unit - Why? We sit in business and provide analytics solution to the business - Most of work supports electric ops and working with field crews, office, working with EMS data, ATMS, GIS, SAP, all sorts of data sets 70 different data sets analytics on data - Oracle based technology stack - Solutions","Chicago, IL, USA","Contract, Third Party",Data Analytics Internship,60+ days ,2024-03-05 03:19:21.066893,19 hours ago ,,https://www.dice.com/company/90868495?companyname=P2PSoftTek%20Inc,30
Enterprise Data Speclialist,Genome International Corp,"looking for a contractor to provide Data Governance services in support of the Statewide Longitudinal Data Systems (SLDS) federal grant efforts. CDE received the grant award in 2020, and it will continue through February 2025. The early years of the grant focused on two use case areas, Adult Education (AE) and Concurrent Enrollment (CE). There is a significant technology component to this grant effort, CDE already has data-linking technology in place and part of the grant commitment is to modern","Chicago, IL, USA",Contract,Data Analytics Internship,44 days ,2024-03-21 03:19:21.066893,1 day ago ,,https://www.dice.com/company/genwi001?companyname=Genome%20International%20Corp,30
Consulting Director - Digital Transformation (remote),RedRiver Systems L.L.C.,"Great opportunity within growing international company developing state-of-the-art products supporting IoT and communication systems worldwide. This is a hands-on opportunity working with customers creating Digital Transformation solutions to drive their Overall Equipment Effectiveness. RESPONSIBILITIES Identify, prioritize, frame and structure complex and ambiguous challenges to help clients build realistic and scalable digital strategies that meet their company specific needs.Lead Digital Tran","Chicago, IL, USA",Full-time,Data Analytics Internship,9 days ,2024-04-25 03:19:21.066893,20 hours ago ,,https://www.dice.com/company/10122941?companyname=RedRiver%20Systems%20L.L.C.,30
Test Do Not Apply - Senior Full Stack Developer,Dice US Sales Demo Account,"Job Type: Full-time Location: Greenwood Village, Colorado We are seeking an experienced Senior Full Stack Developer to join our dynamic team. The successful candidate will be responsible for developing, maintaining, and enhancing web applications that meet the needs of our clients. As a Senior Full Stack Developer, you will work closely with our cross-functional teams to ensure that our products are delivered on time, within budget, and to the highest quality standards. Responsibilities: Develop","Chicago, IL, USA",Full-time,Data Analytics Internship,18 days ,2024-04-16 03:19:21.066893,4 days ago ,,https://www.dice.com/company/dicedemo?companyname=Dice%20US%20Sales%20Demo%20Account,30
Workday HR Integrations,"Javen Technologies, Inc","Job Description:  Manage the continuous development, optimization, and security of the Workday platform. Ensure data integrity and accuracy within Workday through regular audits and maintenance activities. Develop and generate meaningful reports and analytics to support business decision-making. Provide vision and oversight to departmental operations and initiatives related to Workday. Evaluate current system configuration and respond to requests or inquiries on system capabilities. Identify are","Chicago, IL, USA","Contract, Third Party",Data Analytics Internship,19 hours ,2024-05-03 08:19:21.066893,,,https://www.dice.com/company/10334594?companyname=Javen%20Technologies%2C%20Inc,30
"Workday HRIS Consultant|| Locals only from Chicago, IL [3 days Onsite]",Group Nine,"Title : Workday HRIS Consultant Location : Chicago, IL [3 days Onsite at the Old Post Office Building] Type : 6-12+ month Contract Job Description: Requirements: Bachelor s degree in management information systems, Human Resources, or a related field.7+ years  work experience, with a minimum of 4 years of HRIS/Workday experience.Proficiency in Workday Reporting & Workday Business Process Framework.Experience with Workday HCM Application ConfigurationAbility to work collaboratively and coordinate","Chicago, IL, USA","Contract, Third Party",Data Analytics Internship,2 days ,2024-05-02 03:19:21.066893,,,https://www.dice.com/company/80127832?companyname=Group%20Nine,30
Oracle SOA/ODI; webMethods,Anveta Inc,"Title: Oracle SOA/ODI; webMethods Work location: Rosemont, IL- 3 days a week- Onsite from day 1  Job description  Strong Development and Support knowledge in Oracle ODI and FMW SOA with at least 8 years Design and develop ETL solutions using ODI to integrate data from various sources into data warehouse. Create mappings, workflows, and load plans to move data from source systems to target systems.Develop and maintain ODI interfaces, packages, procedures, and functions. Analyze and identify the r","Chicago, IL, USA","Contract, Third Party",Data Analytics Internship,60+ days ,2024-03-05 03:19:21.066893,8 days ago ,,https://www.dice.com/company/10312854?companyname=Anveta%20Inc,30
Sales Leader - Insurance,"IRIS Software, Inc.","About IRIS Software Inc. IRIS Software Inc. ( has a proven legacy of over 3 decades in helping our enterprise clients thrive with technology-enabled transformation across Banking, Financial Services, Insurance, Life Sciences, Healthcare, Professional Services, Manufacturing, Transportation, and Logistics sectors. Our services cover core, complex, mission-critical Application and Product Engineering, Data and Analytics, Cloud Engineering, DevSecOps, Quality Engineering, UX transformation, and Bus","Chicago, IL, USA","Full-time, Third Party",Data Analytics Internship,60+ days ,2024-03-05 03:19:21.066893,8 days ago ,,https://www.dice.com/company/irissoft?companyname=IRIS%20Software%2C%20Inc.,30
"ServiceNow Architect field service module mandatory , Remote",Spiceorb,"Hi, This is Upasna from Spiceorb.we have opening for Servicenow Architect role.If you are available and interested send your updated resume to  ServiceNow Architect, remote role The ServiceNow Architect plays a critical role in the design, implementation, and optimization of ServiceNow solutions within the organization.This position requires a deep understanding of the ServiceNow platform, IT service management processes, and business requirements to architect solutions that drive efficiency, au","Chicago, IL, USA","Contract, Third Party",Data Analytics Internship,9 days ,2024-04-25 03:19:21.066893,7 days ago ,,https://www.dice.com/company/91109480?companyname=Spiceorb,30
Workday Prism Developer,HL Solutions LLC,"Workday Prism Developer  Expert in developing complex Workday Prism Pipelines and handling high volumes of data in and out of Workday Prism Analytics  Extensive hands-on experience in Prism Transformations such as Unpivot, Group by, Filter, Rank  Good understanding of Data Change Tasks (DCTs) to perform CRUD operations  Hands-on Experience in creating Custom Organizations, Base Data Sets, Derived Datasets  Able to understand business requirements, develop and deliver code in a fast-paced environ","Chicago, IL, USA","Third Party, Contract",Data Analytics Internship,19 hours ,2024-05-03 08:19:21.066893,,,https://www.dice.com/company/91089103?companyname=HL%20Solutions%20LLC,30
Adobe AEP/ CJA/ AJO/ Personalization engineer,Central Business Solutions,"Title: Adobe AEP/ CJA/ AJO/ Personalization engineer Location: 100% Remote Job Description: Lead execution of the Adobe marketing capabilities and leveraging Adobe suites such as Adobe Analytics, Audience Manager, AEM, Target, and Adobe Journey Optimizer.Utilize a range of Adobe tools including Web SDK, XDM schemas, and Adobe Experience Platform tools for seamless data integration, analysis, and optimization.Collaborate across teams to integrate and optimize the usage of Adobe Experience Platfor","Chicago, IL, USA","Contract, Third Party",Data Analytics Internship,60+ days ,2024-03-05 03:19:21.066893,12 hours ago ,,https://www.dice.com/company/10121769?companyname=Central%20Business%20Solutions,30
Senior Saviynt Developer,Accolite Digital LLC,"Bounteous x Accolite makes the future faster for the world's most ambitious brands. Our services span Strategy, Analytics, Digital Engineering, Cloud, Data & AI, Experience Design, and Marketing. We are guided by Co-Innovation, our proven methodology of collaborative partnership. Bounteous x Accolite brings together 5000+ employees spanning North America, APAC, and EMEA, and partnerships with leading technology providers. Through advanced digital engineering, technology solutions, and data-drive","Chicago, IL, USA","Contract, Third Party",Data Analytics Internship,9 days ,2024-04-25 03:19:21.066893,,,https://www.dice.com/company/10300908?companyname=Accolite%20Digital%20LLC,30
SAP BPC Solution Architect,VLink Inc,"Title: SAP BPC Solution Architect Location: Kalamazoo, MI (Remote) Participate in requirement gathering and design phase to define business requirements and system blueprint designBuild SAP BPC model & dimensionPerform SAP BPC system configuration such as business process flow and business rules.Development and support of all BPC objects that includes reports, input templates, master/meta data, logic scripts, business rules, BPF, work status, batch schedulesWrite code in Script Logic / Fox and A","Chicago, IL, USA","Third Party, Contract",Data Analytics Internship,10 days ,2024-04-24 03:19:21.066893,,,https://www.dice.com/company/RTL109178?companyname=VLink%20Inc,30
Consulting Lead - Enterprise & IT Strategy,"ReQignition, Inc.","Company Description  BLEND360 is an award-winning, new breed Data Science Consultancy focused on powering exceptional results for our Fortune 500/1000 clients and other major organizations. We are a growing company born at the intersection of advanced analytics, data, and technology. Who we are: People are everything here at BLEND360.  We are inspired by advancing our Client s most critical initiatives, products and projects by matching our clients with the right talent. BLEND360 has been among","Chicago, IL, USA",Full-time,Data Analytics Internship,24 days ,2024-04-10 03:19:21.066893,,,https://www.dice.com/company/90941004?companyname=ReQignition%2C%20Inc.,30
Lead Salesforce Developer,Incedo Inc,"Position: Salesforce Technical Lead  Location: Pittsburgh, PA (remote) Duration: Full time As a Salesforce Lead with expertise in Experience Cloud, Service Cloud, and Marketing Cloud, you will play a critical role in the design, development, and maintenance of our client s Salesforce ecosystem. Must have experience in working with globally distributed teams and agile delivery. You will collaborate with cross-functional teams to implement and optimize solutions that enhance customer experiences,","Chicago, IL, USA",Full-time,Data Analytics Internship,3 days ,2024-05-01 03:19:21.066893,,,https://www.dice.com/company/10476889?companyname=Incedo%20Inc,30
Tricentis Tosca Neoload Architect,SumasEdge Corporation,"We are seeking a skilled and experienced Tricentis Tosca & NeoLoad Architect to join our dynamic team. The ideal candidate will have a strong background in software testing, particularly in test automation using Tricentis Tosca, as well as performance testing using NeoLoad. This role will involve designing, implementing, and optimizing test automation and performance testing solutions to ensure the quality and scalability of our software products.  Responsibilities:  Design and implement test au","Chicago, IL, USA","Third Party, Contract",Data Analytics Internship,23 days ,2024-04-11 03:19:21.066893,16 hours ago ,,https://www.dice.com/company/90859492?companyname=SumasEdge%20Corporation,30
Automation Architect,Qualibar,"Job Title: Automation Architect Position: Full Time Client: PWC Location: Remote//Remote/Hybrid  Description: Experience in creation of application specific test strategy and Automation test plan Expertise in creation / maintenance of Test Automation framework (Hybrid / TDD / BDD) from scratch Expertise in creation of API / UI Automated test scripts using Selenium with Java & RestAPI/SoapUI  Exposure and experience in Katalon, Parasoft and Azure ADO are added advantage Hands on experience in del","Chicago, IL, USA",Full-time,Data Analytics Internship,60+ days ,2024-03-05 03:19:21.066893,19 hours ago ,,https://www.dice.com/company/91132260?companyname=Qualibar,30
Kafka Admin,Galax-Esystems Corp,"Role Kafka Tech Admin Location: Remote Duration:6-12 Months Job Responsibility Primary responsibility of Confluent Platform Administrator will be to build, test and maintain Kafka Cluster and its eco-system which is deployed to run Data Streaming use cases for various business units Experience Overall 5+ years of experience out of which 2+ years around Confluent Platform administration Mandatory Job Requirements Manage single and multi-node Kafka cluster deployed on VM, Docker and Kubernetes Con","Chicago, IL, USA","Contract, Third Party",Data Analytics Internship,13 hours ,2024-05-03 14:19:21.082550,,,https://www.dice.com/company/10230239?companyname=Galax-Esystems%20Corp,30
Sr Kronos Analyst,"Amzur Technologies, Inc.",Need 10+ Years of ExperienceMUST HAVE Strong functional knowledge of Kronos modules including: Workforce Dimensions Workforce Dimensions Timekeeping Workforce Dimensions Accruals Workforce Dimensions Absence Workforce Dimensions Analytics Proficient in CRT s Reporting Kronos Integration Dell Boomi Workforce Dimensions Integration PlatformExperience working with enterprise level customers  Overview The Kronos Technical Consultant is responsible for ensuring technology solutions address business r,"Chicago, IL, USA","Contract, Third Party",Data Analytics Internship,60+ days ,2024-03-05 03:19:21.083769,15 hours ago ,,https://www.dice.com/company/10115656?companyname=Amzur%20Technologies%2C%20Inc.,30
